label,ux0sommet0,uy0sommet0,ux0sommet1,uy0sommet1,ux0sommet2,uy0sommet2,ux0sommet3,uy0sommet3,ux5sommet0,uy5sommet0,ux5sommet1,uy5sommet1,ux5sommet2,uy5sommet2,ux5sommet3,uy5sommet3,ux9sommet0,uy9sommet0,ux9sommet1,uy9sommet1,ux9sommet2,uy9sommet2,ux9sommet3,uy9sommet3,ux13sommet0,uy13sommet0,ux13sommet1,uy13sommet1,ux13sommet2,uy13sommet2,ux13sommet3,uy13sommet3,ux17sommet0,uy17sommet0,ux17sommet1,uy17sommet1,ux17sommet2,uy17sommet2,ux17sommet3
2,-140.29920291900635,-45.199467182159424,-245.29920291900635,-45.199467182159424,-245.29920291900635,-150.19946718215942,-140.29920291900635,-150.19946718215942,-140.9599191583693,-45.28097301721573,-245.9599191583693,-45.28097301721573,-245.9599191583693,-150.28097301721573,-140.9599191583693,-150.28097301721573,-140.2947986125946,-45.37310940027237,-245.2947986125946,-45.37310940027237,-245.2947986125946,-150.37310940027237,-140.2947986125946,-150.37310940027237,-140.37447321414948,-45.96212338283658,-245.37447321414948,-45.96212338283658,-245.37447321414948,-150.96212338283658,-140.37447321414948,-150.96212338283658,-141.01069001667202,-45.32232689857483,-246.01069001667202,-45.32232689857483,-246.01069001667202,-150.32232689857483,-141.01069001667202,-150.32232689857483
2,-151.3049802184105,-52.22171425819397,-237.3049802184105,-52.22171425819397,-237.3049802184105,-138.22171425819397,-151.3049802184105,-138.22171425819397,-151.96379669755697,-52.27850121259689,-237.96379669755697,-52.27850121259689,-237.96379669755697,-138.2785012125969,-151.96379669755697,-138.2785012125969,-151.27180856466293,-52.3750855922699,-237.27180856466293,-52.3750855922699,-237.27180856466293,-138.3750855922699,-151.27180856466293,-138.3750855922699,-151.39514285326004,-52.9498032592237,-237.39514285326004,-52.9498032592237,-237.39514285326004,-138.9498032592237,-151.39514285326004,-138.9498032592237,-152.0225307699293,-52.339070320129395,-238.0225307699293,-52.339070320129395,-238.0225307699293,-138.3390703201294,-152.0225307699293,-138.3390703201294
2,-140.29190284013748,-46.24743330478668,-244.29190284013748,-46.24743330478668,-244.29190284013748,-150.24743330478668,-140.29190284013748,-150.24743330478668,-140.97058170847595,-46.292176842689514,-244.97058170847595,-46.292176842689514,-244.97058170847595,-150.2921768426895,-140.97058170847595,-150.2921768426895,-140.3113715648651,-46.347514033317566,-244.3113715648651,-46.347514033317566,-244.3113715648651,-150.34751403331757,-140.3113715648651,-150.34751403331757,-140.3439857363701,-46.96632504090667,-244.3439857363701,-46.96632504090667,-244.3439857363701,-150.96632504090667,-140.3439857363701,-150.96632504090667,-141.04137587547302,-46.33561211824417,-245.04137587547302,-46.33561211824417,-245.04137587547302,-150.33561211824417,-141.04137587547302,-150.33561211824417
2,-153.41737747192383,-44.25042116641998,-245.41737747192383,-44.25042116641998,-245.41737747192383,-136.25042116641998,-153.41737747192383,-136.25042116641998,-153.96794987097383,-44.37032079696655,-245.96794987097383,-44.37032079696655,-245.96794987097383,-136.37032079696655,-153.96794987097383,-136.37032079696655,-153.35830688476562,-44.39627116918564,-245.35830688476562,-44.39627116918564,-245.35830688476562,-136.39627116918564,-153.35830688476562,-136.39627116918564,-153.42697751522064,-44.93232490867376,-245.42697751522064,-44.93232490867376,-245.42697751522064,-136.93232490867376,-153.42697751522064,-136.93232490867376,-153.98783702775836,-44.40242224931717,-245.98783702775836,-44.40242224931717,-245.98783702775836,-136.40242224931717,-153.98783702775836,-136.40242224931717
2,-148.4367019534111,-45.268829107284546,-236.4367019534111,-45.268829107284546,-236.4367019534111,-133.26882910728455,-148.4367019534111,-133.26882910728455,-148.95785960182548,-45.40228575468063,-236.95785960182548,-45.40228575468063,-236.95785960182548,-133.40228575468063,-148.95785960182548,-133.40228575468063,-148.40852439403534,-45.41390651464462,-236.40852439403534,-45.41390651464462,-236.40852439403534,-133.41390651464462,-148.40852439403534,-133.41390651464462,-148.43563497066498,-45.910944022238255,-236.43563497066498,-45.910944022238255,-236.43563497066498,-133.91094402223825,-148.43563497066498,-133.91094402223825,-149.00788449216634,-45.410667419433594,-237.00788449216634,-45.410667419433594,-237.00788449216634,-133.4106674194336,-149.00788449216634,-133.4106674194336
2,-152.42157965898514,-47.281426429748535,-242.42157965898514,-47.281426429748535,-242.42157965898514,-137.28142642974854,-152.42157965898514,-137.28142642974854,-152.96827489510179,-47.39157211780548,-242.96827489510179,-47.39157211780548,-242.96827489510179,-137.39157211780548,-152.96827489510179,-137.39157211780548,-152.39896315336227,-47.41136825084686,-242.39896315336227,-47.41136825084686,-242.39896315336227,-137.41136825084686,-152.39896315336227,-137.41136825084686,-152.43922245502472,-47.95511734858155,-242.43922245502472,-47.95511734858155,-242.43922245502472,-137.95511734858155,-152.43922245502472,-137.95511734858155,-153.02211675979197,-47.39658159017563,-243.02211675979197,-47.39658159017563,-243.02211675979197,-137.39658159017563,-153.02211675979197,-137.39658159017563
2,-151.44655346870422,-47.27327960729599,-240.44655346870422,-47.27327960729599,-240.44655346870422,-136.273279607296,-151.44655346870422,-136.273279607296,-151.9520229920745,-47.40341478586197,-240.9520229920745,-47.40341478586197,-240.9520229920745,-136.40341478586197,-151.9520229920745,-136.40341478586197,-151.38990712165833,-47.413659393787384,-240.38990712165833,-47.413659393787384,-240.38990712165833,-136.41365939378738,-151.38990712165833,-136.41365939378738,-151.43433260917664,-47.91048379987478,-240.43433260917664,-47.91048379987478,-240.43433260917664,-136.91048379987478,-151.43433260917664,-136.91048379987478,-151.98346255347133,-47.419140338897705,-240.98346255347133,-47.419140338897705,-240.98346255347133,-136.4191403388977,-151.98346255347133,-136.4191403388977
2,-151.42746168375015,-49.236637115478516,-240.42746168375015,-49.236637115478516,-240.42746168375015,-138.23663711547852,-151.42746168375015,-138.23663711547852,-151.96477579697967,-49.40655106306076,-240.96477579697967,-49.40655106306076,-240.96477579697967,-138.40655106306076,-151.96477579697967,-138.40655106306076,-151.42163437604904,-49.37579494714737,-240.42163437604904,-49.37579494714737,-240.42163437604904,-138.37579494714737,-151.42163437604904,-138.37579494714737,-151.39584451913834,-49.95376409590244,-240.39584451913834,-49.95376409590244,-240.39584451913834,-138.95376409590244,-151.39584451913834,-138.95376409590244,-152.02023620530963,-49.41015887260437,-241.02023620530963,-49.41015887260437,-241.02023620530963,-138.41015887260437,-152.02023620530963,-138.41015887260437
2,-155.4227390885353,-51.26925075054169,-241.4227390885353,-51.26925075054169,-241.4227390885353,-137.2692507505417,-155.4227390885353,-137.2692507505417,-155.95843714475632,-51.392350256443024,-241.95843714475632,-51.392350256443024,-241.95843714475632,-137.39235025644302,-155.95843714475632,-137.39235025644302,-155.4022235274315,-51.409834802150726,-241.4022235274315,-51.409834802150726,-241.4022235274315,-137.40983480215073,-155.4022235274315,-137.40983480215073,-155.4261046051979,-51.93343661725521,-241.4261046051979,-51.93343661725521,-241.4261046051979,-137.9334366172552,-155.4261046051979,-137.9334366172552,-155.99612581264228,-51.4017670750618,-241.99612581264228,-51.4017670750618,-241.99612581264228,-137.4017670750618,-155.99612581264228,-137.4017670750618
2,-152.44583147764206,-49.22825813293457,-241.44583147764206,-49.22825813293457,-241.44583147764206,-138.22825813293457,-152.44583147764206,-138.22825813293457,-152.97086439840496,-49.3936185836792,-241.97086439840496,-49.3936185836792,-241.97086439840496,-138.3936185836792,-152.97086439840496,-138.3936185836792,-152.38357019424438,-49.380100786685944,-241.38357019424438,-49.380100786685944,-241.38357019424438,-138.38010078668594,-152.38357019424438,-138.38010078668594,-152.42757296562195,-49.9642278701067,-241.42757296562195,-49.9642278701067,-241.42757296562195,-138.9642278701067,-152.42757296562195,-138.9642278701067,-153.00645361095667,-49.4096953868866,-242.00645361095667,-49.4096953868866,-242.00645361095667,-138.4096953868866,-153.00645361095667,-138.4096953868866
2,-151.3929951786995,-52.2473578453064,-236.3929951786995,-52.2473578453064,-236.3929951786995,-137.2473578453064,-151.3929951786995,-137.2473578453064,-151.96024933829904,-52.38518100976944,-236.96024933829904,-52.38518100976944,-236.96024933829904,-137.38518100976944,-151.96024933829904,-137.38518100976944,-151.39948725700378,-52.35712945461273,-236.39948725700378,-52.35712945461273,-236.39948725700378,-137.35712945461273,-151.39948725700378,-137.35712945461273,-151.3659666776657,-52.95233137533069,-236.3659666776657,-52.95233137533069,-236.3659666776657,-137.9523313753307,-151.3659666776657,-137.9523313753307,-152.01552770286798,-52.383809089660645,-237.01552770286798,-52.383809089660645,-237.01552770286798,-137.38380908966064,-152.01552770286798,-137.38380908966064
2,-160.46071308851242,-33.22051763534546,-255.46071308851242,-33.22051763534546,-255.46071308851242,-128.22051763534546,-160.46071308851242,-128.22051763534546,-160.96727877110243,-33.40325456857681,-255.96727877110243,-33.40325456857681,-255.96727877110243,-128.4032545685768,-160.96727877110243,-128.4032545685768,-160.3904396891594,-33.38169801235199,-255.3904396891594,-33.38169801235199,-255.3904396891594,-128.381698012352,-160.3904396891594,-128.381698012352,-160.41595828533173,-33.955628119409084,-255.41595828533173,-33.955628119409084,-255.41595828533173,-128.95562811940908,-160.41595828533173,-128.95562811940908,-161.00663492502645,-33.43523669242859,-256.00663492502645,-33.43523669242859,-256.00663492502645,-128.4352366924286,-161.00663492502645,-128.4352366924286
2,-164.50384187698364,-39.243807315826416,-256.50384187698364,-39.243807315826416,-256.50384187698364,-131.24380731582642,-164.50384187698364,-131.24380731582642,-164.96048456057906,-39.46364790201187,-256.96048456057906,-39.46364790201187,-256.96048456057906,-131.46364790201187,-164.96048456057906,-131.46364790201187,-164.47127801179886,-39.381175220012665,-256.47127801179886,-39.381175220012665,-256.47127801179886,-131.38117522001266,-164.47127801179886,-131.38117522001266,-164.40869134664536,-39.92379558831453,-256.40869134664536,-39.92379558831453,-256.40869134664536,-131.92379558831453,-164.40869134664536,-131.92379558831453,-165.01905426196754,-39.46451508998871,-257.01905426196754,-39.46451508998871,-257.01905426196754,-131.4645150899887,-165.01905426196754,-131.4645150899887
2,-164.45610654354095,-40.231804847717285,-255.45610654354095,-40.231804847717285,-255.45610654354095,-131.23180484771729,-164.45610654354095,-131.23180484771729,-164.98132155835629,-40.415394484996796,-255.98132155835629,-40.415394484996796,-255.98132155835629,-131.4153944849968,-164.98132155835629,-131.4153944849968,-164.4284823536873,-40.39086180925369,-255.4284823536873,-40.39086180925369,-255.4284823536873,-131.3908618092537,-164.4284823536873,-131.3908618092537,-164.41318893432617,-40.94087363779545,-255.41318893432617,-40.94087363779545,-255.41318893432617,-131.94087363779545,-164.41318893432617,-131.94087363779545,-165.02345057204366,-40.44098913669586,-256.02345057204366,-40.44098913669586,-256.02345057204366,-131.44098913669586,-165.02345057204366,-131.44098913669586
2,-163.50049996376038,-38.22797763347626,-254.50049996376038,-38.22797763347626,-254.50049996376038,-129.22797763347626,-163.50049996376038,-129.22797763347626,-163.97539432905614,-38.4242998957634,-254.97539432905614,-38.4242998957634,-254.97539432905614,-129.4242998957634,-163.97539432905614,-129.4242998957634,-163.40312433242798,-38.36438900232315,-254.40312433242798,-38.36438900232315,-254.40312433242798,-129.36438900232315,-163.40312433242798,-129.36438900232315,-163.39826327562332,-38.96202505379915,-254.39826327562332,-38.96202505379915,-254.39826327562332,-129.96202505379915,-163.39826327562332,-129.96202505379915,-164.02097060717642,-38.46209764480591,-255.02097060717642,-38.46209764480591,-255.02097060717642,-129.4620976448059,-164.02097060717642,-129.4620976448059
2,-159.4675555229187,-40.22445750236511,-253.4675555229187,-40.22445750236511,-253.4675555229187,-134.2244575023651,-159.4675555229187,-134.2244575023651,-159.95964017510414,-40.432874381542206,-253.95964017510414,-40.432874381542206,-253.95964017510414,-134.4328743815422,-159.95964017510414,-134.4328743815422,-159.44974213838577,-40.37428194284439,-253.44974213838577,-40.37428194284439,-253.44974213838577,-134.3742819428444,-159.44974213838577,-134.3742819428444,-159.39180380105972,-40.93733796477318,-253.39180380105972,-40.93733796477318,-253.39180380105972,-134.93733796477318,-159.39180380105972,-134.93733796477318,-160.00969602819532,-40.44231194257736,-254.00969602819532,-40.44231194257736,-254.00969602819532,-134.44231194257736,-160.00969602819532,-134.44231194257736
2,-163.47138011455536,-45.21808731555939,-252.47138011455536,-45.21808731555939,-252.47138011455536,-134.2180873155594,-163.47138011455536,-134.2180873155594,-163.97341749630868,-45.41215544939041,-252.97341749630868,-45.41215544939041,-252.97341749630868,-134.4121554493904,-163.97341749630868,-134.4121554493904,-163.41173976659775,-45.375749707221985,-252.41173976659775,-45.375749707221985,-252.41173976659775,-134.37574970722198,-163.41173976659775,-134.37574970722198,-163.40369087457657,-45.939981535077095,-252.40369087457657,-45.939981535077095,-252.40369087457657,-134.9399815350771,-163.40369087457657,-134.9399815350771,-164.0246253106743,-45.44327163696289,-253.0246253106743,-45.44327163696289,-253.0246253106743,-134.4432716369629,-164.0246253106743,-134.4432716369629
2,-163.4724645614624,-37.23262572288513,-256.4724645614624,-37.23262572288513,-256.4724645614624,-130.23262572288513,-163.4724645614624,-130.23262572288513,-163.96262357756495,-37.41288506984711,-256.96262357756495,-37.41288506984711,-256.96262357756495,-130.4128850698471,-163.96262357756495,-130.4128850698471,-163.3962173461914,-37.37339812517166,-256.3962173461914,-37.37339812517166,-256.3962173461914,-130.37339812517166,-163.3962173461914,-130.37339812517166,-163.40673410892487,-37.95377391949296,-256.40673410892487,-37.95377391949296,-256.40673410892487,-130.95377391949296,-163.40673410892487,-130.95377391949296,-163.9887082260102,-37.448811292648315,-256.9887082260102,-37.448811292648315,-256.9887082260102,-130.44881129264832,-163.9887082260102,-130.44881129264832
2,-165.4595081806183,-38.235367357730865,-257.4595081806183,-38.235367357730865,-257.4595081806183,-130.23536735773087,-165.4595081806183,-130.23536735773087,-165.9578519910574,-38.40911102294922,-257.9578519910574,-38.40911102294922,-257.9578519910574,-130.40911102294922,-165.9578519910574,-130.40911102294922,-165.4099462032318,-38.37536692619324,-257.4099462032318,-38.37536692619324,-257.4099462032318,-130.37536692619324,-165.4099462032318,-130.37536692619324,-165.39666390419006,-38.9263701736927,-257.39666390419006,-38.9263701736927,-257.39666390419006,-130.9263701736927,-165.39666390419006,-130.9263701736927,-165.99104549456388,-38.434397637844086,-257.9910454945639,-38.434397637844086,-257.9910454945639,-130.43439763784409,-165.99104549456388,-130.43439763784409
2,-160.37332862615585,-51.29952520132065,-252.37332862615585,-51.29952520132065,-252.37332862615585,-143.29952520132065,-160.37332862615585,-143.29952520132065,-161.00032503873808,-51.326921463012695,-253.00032503873808,-51.326921463012695,-253.00032503873808,-143.3269214630127,-161.00032503873808,-143.3269214630127,-160.32615906000137,-51.42038995027542,-252.32615906000137,-51.42038995027542,-252.32615906000137,-143.42038995027542,-160.32615906000137,-143.42038995027542,-160.4576292037964,-52.014346193522215,-252.4576292037964,-52.014346193522215,-252.4576292037964,-144.01434619352221,-160.4576292037964,-144.01434619352221,-161.03906252235174,-51.38568043708801,-253.03906252235174,-51.38568043708801,-253.03906252235174,-143.385680437088,-161.03906252235174,-143.385680437088
2,-156.37998926639557,-43.27828013896942,-256.37998926639557,-43.27828013896942,-256.37998926639557,-143.27828013896942,-156.37998926639557,-143.27828013896942,-156.97543109208345,-43.365499913692474,-256.97543109208345,-43.365499913692474,-256.97543109208345,-143.36549991369247,-156.97543109208345,-143.36549991369247,-156.3848027586937,-43.40555822849274,-256.3848027586937,-43.40555822849274,-256.3848027586937,-143.40555822849274,-156.3848027586937,-143.40555822849274,-156.41598707437515,-43.96817472204566,-256.41598707437515,-43.96817472204566,-256.41598707437515,-143.96817472204566,-156.41598707437515,-143.96817472204566,-157.03398459404707,-43.410656571388245,-257.03398459404707,-43.410656571388245,-257.03398459404707,-143.41065657138824,-157.03398459404707,-143.41065657138824
2,-157.35416799783707,-48.290125131607056,-258.35416799783707,-48.290125131607056,-258.35416799783707,-149.29012513160706,-157.35416799783707,-149.29012513160706,-157.9784974027425,-48.33448451757431,-258.9784974027425,-48.33448451757431,-258.9784974027425,-149.3344845175743,-157.9784974027425,-149.3344845175743,-157.35805314779282,-48.440985798835754,-258.3580531477928,-48.440985798835754,-258.3580531477928,-149.44098579883575,-157.35805314779282,-149.44098579883575,-157.45222002267838,-49.01499775797129,-258.4522200226784,-49.01499775797129,-258.4522200226784,-150.0149977579713,-157.45222002267838,-150.0149977579713,-158.04483310878277,-48.37287402153015,-259.04483310878277,-48.37287402153015,-259.04483310878277,-149.37287402153015,-158.04483310878277,-149.37287402153015
2,-156.37517070770264,-46.30951249599457,-252.37517070770264,-46.30951249599457,-252.37517070770264,-142.30951249599457,-156.37517070770264,-142.30951249599457,-156.9874837929383,-46.342129707336426,-252.9874837929383,-46.342129707336426,-252.9874837929383,-142.34212970733643,-156.9874837929383,-142.34212970733643,-156.33723312616348,-46.468443632125854,-252.33723312616348,-46.468443632125854,-252.33723312616348,-142.46844363212585,-156.33723312616348,-142.46844363212585,-156.50921869277954,-46.998109353822656,-252.50921869277954,-46.998109353822656,-252.50921869277954,-142.99810935382266,-156.50921869277954,-142.99810935382266,-157.02845610491931,-46.40051579475403,-253.02845610491931,-46.40051579475403,-253.02845610491931,-142.40051579475403,-157.02845610491931,-142.40051579475403
2,-160.363254904747,-50.277594566345215,-256.363254904747,-50.277594566345215,-256.363254904747,-146.27759456634521,-160.363254904747,-146.27759456634521,-160.98066543973982,-50.34136575460434,-256.9806654397398,-50.34136575460434,-256.9806654397398,-146.34136575460434,-160.98066543973982,-146.34136575460434,-160.36192095279694,-50.393616020679474,-256.36192095279694,-50.393616020679474,-256.36192095279694,-146.39361602067947,-160.36192095279694,-146.39361602067947,-160.3953197002411,-50.97571683675051,-256.3953197002411,-50.97571683675051,-256.3953197002411,-146.9757168367505,-160.3953197002411,-146.9757168367505,-161.02325591631234,-50.382988929748535,-257.02325591631234,-50.382988929748535,-257.02325591631234,-146.38298892974854,-161.02325591631234,-146.38298892974854
2,-154.35008174180984,-42.29957467317581,-256.35008174180984,-42.29957467317581,-256.35008174180984,-144.2995746731758,-154.35008174180984,-144.2995746731758,-154.98057946562767,-42.33233731985092,-256.98057946562767,-42.33233731985092,-256.98057946562767,-144.33233731985092,-154.98057946562767,-144.33233731985092,-154.3541624546051,-42.452540814876556,-256.3541624546051,-42.452540814876556,-256.3541624546051,-144.45254081487656,-154.3541624546051,-144.45254081487656,-154.46506530046463,-43.018000327050686,-256.46506530046463,-43.018000327050686,-256.46506530046463,-145.0180003270507,-154.46506530046463,-145.0180003270507,-155.05471961572766,-42.36282378435135,-257.05471961572766,-42.36282378435135,-257.05471961572766,-144.36282378435135,-155.05471961572766,-144.36282378435135
2,-157.3483882546425,-41.278292536735535,-256.3483882546425,-41.278292536735535,-256.3483882546425,-140.27829253673553,-157.3483882546425,-140.27829253673553,-157.97842912748456,-41.30923730134964,-256.97842912748456,-41.30923730134964,-256.97842912748456,-140.30923730134964,-157.97842912748456,-140.30923730134964,-157.31051695346832,-41.45493072271347,-256.3105169534683,-41.45493072271347,-256.3105169534683,-140.45493072271347,-157.31051695346832,-140.45493072271347,-157.5023731291294,-41.95521204918623,-256.5023731291294,-41.95521204918623,-256.5023731291294,-140.95521204918623,-157.5023731291294,-140.95521204918623,-157.99889107909985,-41.37880080938339,-256.99889107909985,-41.37880080938339,-256.99889107909985,-140.3788008093834,-157.99889107909985,-140.3788008093834
2,-157.34078586101532,-44.294087290763855,-258.3407858610153,-44.294087290763855,-258.3407858610153,-145.29408729076385,-157.34078586101532,-145.29408729076385,-157.96176803857088,-44.327936947345734,-258.9617680385709,-44.327936947345734,-258.9617680385709,-145.32793694734573,-157.96176803857088,-145.32793694734573,-157.3446180820465,-44.41997057199478,-258.3446180820465,-44.41997057199478,-258.3446180820465,-145.41997057199478,-157.3446180820465,-145.41997057199478,-157.4342384338379,-44.93775626271963,-258.4342384338379,-44.93775626271963,-258.4342384338379,-145.93775626271963,-157.4342384338379,-145.93775626271963,-158.0076019000262,-44.36234736442566,-259.0076019000262,-44.36234736442566,-259.0076019000262,-145.36234736442566,-158.0076019000262,-145.36234736442566
2,-170.3503077030182,-30.114862322807312,-278.3503077030182,-30.114862322807312,-278.3503077030182,-138.1148623228073,-170.3503077030182,-138.1148623228073,-170.99139799550176,-30.303368508815765,-278.99139799550176,-30.303368508815765,-278.99139799550176,-138.30336850881577,-170.99139799550176,-138.30336850881577,-170.31367659568787,-30.35611230134964,-278.31367659568787,-30.35611230134964,-278.31367659568787,-138.35611230134964,-170.31367659568787,-138.35611230134964,-170.4296459555626,-30.973897943273187,-278.4296459555626,-30.973897943273187,-278.4296459555626,-138.9738979432732,-170.4296459555626,-138.9738979432732,-171.0522656030953,-30.39408826828003,-279.0522656030953,-30.39408826828003,-279.0522656030953,-138.39408826828003,-171.0522656030953,-138.39408826828003
2,-171.36531418561935,-31.135681629180908,-280.36531418561935,-31.135681629180908,-280.36531418561935,-140.1356816291809,-171.36531418561935,-140.1356816291809,-171.94851375371218,-31.344032287597656,-280.9485137537122,-31.344032287597656,-280.9485137537122,-140.34403228759766,-171.94851375371218,-140.34403228759766,-171.38115346431732,-31.385226130485535,-280.3811534643173,-31.385226130485535,-280.3811534643173,-140.38522613048553,-171.38115346431732,-140.38522613048553,-171.4065842628479,-31.86671534180641,-280.4065842628479,-31.86671534180641,-280.4065842628479,-140.8667153418064,-171.4065842628479,-140.8667153418064,-171.99831999419257,-31.418571531772614,-280.99831999419257,-31.418571531772614,-280.99831999419257,-140.4185715317726,-171.99831999419257,-140.4185715317726
2,-172.37481236457825,-33.14306402206421,-280.37481236457825,-33.14306402206421,-280.37481236457825,-141.1430640220642,-172.37481236457825,-141.1430640220642,-172.93987667188048,-33.338422775268555,-280.9398766718805,-33.338422775268555,-280.9398766718805,-141.33842277526855,-172.93987667188048,-141.33842277526855,-172.3422464132309,-33.438094675540924,-280.3422464132309,-33.438094675540924,-280.3422464132309,-141.43809467554092,-172.3422464132309,-141.43809467554092,-172.503787368536,-33.89625138044357,-280.503787368536,-33.89625138044357,-280.503787368536,-141.89625138044357,-172.503787368536,-141.89625138044357,-172.99212043732405,-33.4228401184082,-280.99212043732405,-33.4228401184082,-280.99212043732405,-141.4228401184082,-172.99212043732405,-141.4228401184082
2,-173.3576062321663,-33.13350260257721,-277.3576062321663,-33.13350260257721,-277.3576062321663,-137.1335026025772,-173.3576062321663,-137.1335026025772,-173.93811931461096,-33.349406480789185,-277.93811931461096,-33.349406480789185,-277.93811931461096,-137.34940648078918,-173.93811931461096,-137.34940648078918,-173.38025552034378,-33.35749024152756,-277.3802555203438,-33.35749024152756,-277.3802555203438,-137.35749024152756,-173.38025552034378,-137.35749024152756,-173.37609034776688,-33.88772849738598,-277.3760903477669,-33.88772849738598,-277.3760903477669,-137.88772849738598,-173.37609034776688,-137.88772849738598,-174.00247403420508,-33.40748804807663,-278.0024740342051,-33.40748804807663,-278.0024740342051,-137.40748804807663,-174.00247403420508,-137.40748804807663
2,-170.35391622781754,-29.117013037204742,-282.35391622781754,-29.117013037204742,-282.35391622781754,-141.11701303720474,-170.35391622781754,-141.11701303720474,-170.9265664666891,-29.307497799396515,-282.9265664666891,-29.307497799396515,-282.9265664666891,-141.30749779939651,-170.9265664666891,-141.30749779939651,-170.31286895275116,-29.44121503829956,-282.31286895275116,-29.44121503829956,-282.31286895275116,-141.44121503829956,-170.31286895275116,-141.44121503829956,-170.51433038711548,-29.868532851338387,-282.5143303871155,-29.868532851338387,-282.5143303871155,-141.8685328513384,-170.51433038711548,-141.8685328513384,-170.96543611213565,-29.387156546115875,-282.96543611213565,-29.387156546115875,-282.96543611213565,-141.38715654611588,-170.96543611213565,-141.38715654611588
2,-171.34275156259537,-30.080397605895996,-281.34275156259537,-30.080397605895996,-281.34275156259537,-140.080397605896,-171.34275156259537,-140.080397605896,-171.93602403253317,-30.343160092830658,-281.93602403253317,-30.343160092830658,-281.93602403253317,-140.34316009283066,-171.93602403253317,-140.34316009283066,-171.38357681035995,-30.32991397380829,-281.38357681035995,-30.32991397380829,-281.38357681035995,-140.3299139738083,-171.38357681035995,-140.3299139738083,-171.34924513101578,-30.89381653815508,-281.3492451310158,-30.89381653815508,-281.3492451310158,-140.89381653815508,-171.34924513101578,-140.89381653815508,-172.0120729552582,-30.369784355163574,-282.0120729552582,-30.369784355163574,-282.0120729552582,-140.36978435516357,-172.0120729552582,-140.36978435516357
2,-162.38337969779968,-44.35969668626785,-242.38337969779968,-44.35969668626785,-242.38337969779968,-124.35969668626785,-162.38337969779968,-124.35969668626785,-162.9598562195897,-44.36116999387741,-242.9598562195897,-44.36116999387741,-242.9598562195897,-124.36116999387741,-162.9598562195897,-124.36116999387741,-162.35865074396133,-44.496207773685455,-242.35865074396133,-44.496207773685455,-242.35865074396133,-124.49620777368546,-162.35865074396133,-124.49620777368546,-162.52833691239357,-44.951993588358164,-242.52833691239357,-44.951993588358164,-242.52833691239357,-124.95199358835816,-162.52833691239357,-124.95199358835816,-162.99855309235863,-44.38964539766312,-242.99855309235863,-44.38964539766312,-242.99855309235863,-124.38964539766312,-162.99855309235863,-124.38964539766312
2,-160.37434017658234,-50.270155906677246,-235.37434017658234,-50.270155906677246,-235.37434017658234,-125.27015590667725,-160.37434017658234,-125.27015590667725,-160.9496874846518,-50.3763028383255,-235.9496874846518,-50.3763028383255,-235.9496874846518,-125.3763028383255,-160.9496874846518,-125.3763028383255,-160.39618861675262,-50.41121584177017,-235.39618861675262,-50.41121584177017,-235.39618861675262,-125.41121584177017,-160.39618861675262,-125.41121584177017,-160.4169585108757,-50.92416364699602,-235.4169585108757,-50.92416364699602,-235.4169585108757,-125.92416364699602,-160.4169585108757,-125.92416364699602,-161.00792093016207,-50.41261798143387,-236.00792093016207,-50.41261798143387,-236.00792093016207,-125.41261798143387,-161.00792093016207,-125.41261798143387
2,-159.36488258838654,-51.326207280159,-236.36488258838654,-51.326207280159,-236.36488258838654,-128.326207280159,-159.36488258838654,-128.326207280159,-159.96220012009144,-51.36168330907822,-236.96220012009144,-51.36168330907822,-236.96220012009144,-128.36168330907822,-159.96220012009144,-128.36168330907822,-159.37433099746704,-51.47217667102814,-236.37433099746704,-51.47217667102814,-236.37433099746704,-128.47217667102814,-159.37433099746704,-128.47217667102814,-159.49892485141754,-51.95655303820968,-236.49892485141754,-51.95655303820968,-236.49892485141754,-128.95655303820968,-159.49892485141754,-128.95655303820968,-160.00899998750538,-51.3922301530838,-237.00899998750538,-51.3922301530838,-237.00899998750538,-128.3922301530838,-160.00899998750538,-128.3922301530838
2,-164.38173162937164,-49.274248242378235,-244.38173162937164,-49.274248242378235,-244.38173162937164,-129.27424824237823,-164.38173162937164,-129.27424824237823,-164.9556510746479,-49.37809240818024,-244.9556510746479,-49.37809240818024,-244.9556510746479,-129.37809240818024,-164.9556510746479,-129.37809240818024,-164.38253355026245,-49.44815802574158,-244.38253355026245,-49.44815802574158,-244.38253355026245,-129.44815802574158,-164.38253355026245,-129.44815802574158,-164.47998929023743,-49.94560160860419,-244.47998929023743,-49.94560160860419,-244.47998929023743,-129.9456016086042,-164.47998929023743,-129.9456016086042,-165.0309270042926,-49.423590779304504,-245.0309270042926,-49.423590779304504,-245.0309270042926,-129.4235907793045,-165.0309270042926,-129.4235907793045
